TransLangKey,Language,TransDescription,Few,Many,One,Other,Two,Zero,CreationDate
departure_en,en,Departure,,,,,,,11/02/2015
dob_en,en,D.O.B.,,,,,,,11/02/2015
DOB_MAX_DATE_OUTBOUND_VALIDATION_en,en,DOB_MAX_DATE_OUTBOUND_VALIDATION,,,,,,,11/02/2015
DOB_MIN_DATE_INBOUND_VALIDATION_en,en,DOB_MIN_DATE_INBOUND_VALIDATION,,,,,,,11/02/2015
DOB_MIN_DATE_OUTBOUND_VALIDATION_en,en,DOB_MIN_DATE_OUTBOUND_VALIDATION,,,,,,,11/02/2015
done_en,en,Done,,,,,,,11/02/2015
drawer_close_en,en,Close navigation drawer,,,,,,,11/02/2015
drawer_open_en,en,Open navigation drawer,,,,,,,11/02/2015
duplicate_pax_name_en,en,Sorry you can't duplicate passenger names,,,,,,,11/02/2015
duration_en,en,Duration,,,,,,,11/02/2015
email_address_en,en,Email Address,,,,,,,11/02/2015
emergency_contact_en,en,Emergency Contact,,,,,,,11/02/2015
enter_documents_en,en,Enter documents,,,,,,,11/02/2015
enter_password_en,en,Enter your password,,,,,,,11/02/2015
enter_username_en,en,Enter your username,,,,,,,11/02/2015
error_generic_message_en,en,Oh dear an error has occurred. Have another go,,,,,,,11/02/2015
error_processing_message_en,en,Something's gone wrong! We can't process your request right now. Please have another go later,,,,,,,11/02/2015
error_processing_request_en,en,Something's gone wrong with your request,,,,,,,11/02/2015
errors_logging_out_en,en,We can't log you out. Give it another go,,,,,,,11/02/2015
es_discount_warning_en,en,Viva Espana! But we're sorry to say that we can't offer the Spanish resident discount on the Ryanair mobile app. Eligible passengers can get it on Ryanair.com,,,,,,,11/02/2015
exchange_rate_en,en,Exchange Rate,,,,,,,11/02/2015
exchange_rate_message_en,en,Our exchange rate is %s. if you don't want this rate just tap Reject. The rate on this currency transaction is guaranteed and will not vary. The rate you receive from your bank is not guaranteed and is subject to daily fluctuations,,,,,,,11/02/2015
expiration_date_help_en,en,Expiration date (MM/DD),,,,,,,11/02/2015
expiry_date_en,en,Expiry Date,,,,,,,11/02/2015
extra_card_business_plus_message_bags_en,en,Free with Business Plus,,,,,,,11/02/2015
fast_track_en,en,Fast track,,,,,,,11/02/2015
fill_all_fields_en,en,Fill everything in.,,,,,,,11/02/2015
filter_airports_en,en,Filter airports,,,,,,,11/02/2015
filter_countries_en,en,Filter countries,,,,,,,11/02/2015
find_flight_by_number_en,en,Find Flight by Number,,,,,,,11/02/2015
find_flight_by_route_en,en,Find Flight by Route,,,,,,,11/02/2015
find_your_booking_en,en,Find Your Booking,,,,,,,11/02/2015
find_your_flights_en,en,Find your flights,,,,,,,11/02/2015
first_name_en,en,First name,,,,,,,11/02/2015
flight_en,en,Flight,,,,,,,11/02/2015
flight_info_en,en,Flight info,,,,,,,11/02/2015
flight_number_en,en,Flight #,,,,,,,11/02/2015
flight_restriction_minutes_en,en,Too soon! Sorry you can't select flights %d hours prior departure,,,,,,,11/02/2015
flight_status_en,en,Flight Status,,,,,,,11/02/2015
flights_are_sold_out_en,en,Too late! The flights are sold out,,,,,,,11/02/2015
fly_back_en,en,Fly Back,,,,,,,11/02/2015
fly_out_en,en,Fly Out,,,,,,,11/02/2015
fraud_station_notice_en,en,Uh Oh! This route can't be booked in our mobile app. Please contact Ryanair call centre or try a different route,,,,,,,11/02/2015
free_en,en,FREE,,,,,,,11/02/2015
from_en,en,From:,,,,,,,11/02/2015
gate_closes_at_en,en,Gate closes at,,,,,,,11/02/2015
generic_error_en,en,Oops an error occurred,,,,,,,11/02/2015
get_offers_en,en,Sit back we'll email our offers to you,,,,,,,11/02/2015
getting_availability_en,en,"Hang on, we’re finding those flights now",,,,,,,11/02/2015
go_one_way_en,en,Go one way,,,,,,,11/02/2015
guest_email_en,en,guest.email@ryanair.com,,,,,,,11/02/2015
guest_en,en,Guest,,,,,,,11/02/2015
hello_world_en,en,Hello world!,,,,,,,11/02/2015
hint_select_airport_en,en,Tell us the city or airport,,,,,,,11/02/2015
home_en,en,Home,,,,,,,11/02/2015
home_menu_descriptions_en,en,home_menu_descriptions,,,,,,,11/02/2015
hotels_en,en,Hotels,,,,,,,11/02/2015
hours_abbreviate_en,en,hr,,,,,,,11/02/2015
important_en,en,Important,,,,,,,11/02/2015
inbound_date_error_en,en,Fly back date,,,,,,,11/02/2015
inf_description_en,en,Under 2,,,,,,,11/02/2015
inf_fare_en,en,Infant Fare,,,1 x Infant Fare,%d x Infant Fares,,,11/02/2015
infant_en,en,Infant,,,,,,,11/02/2015
infants_en,en,Infants,,,,,,,11/02/2015
info_en,en,Info,,,,,,,11/02/2015
inspire_me_en,en,"Go on, inspire me",,,,,,,11/02/2015
insurance_en,en,Insurance,,,,%d x Insurance,,,11/02/2015
insurance_header_en,en,You can only avail of travel insurance if you live in the country of departure,,,,,,,11/02/2015
insurance_notice_en,en,Ryanair can only offer you insurance if you live in the country of departure. Go to Ryanair.com if you don't live in the departure country but want some travel insurance,,,,,,,11/02/2015
invalid_email_en,en,This email doesn't work,,,,,,,11/02/2015
invalid_value_en,en,Invalid value,,,,,,,11/02/2015
label_list_bag_en,en,%1$s %2$.2f %3$s,,,,,,,11/02/2015
label_list_bag_free_en,en,%1$s FREE,,,,,,,11/02/2015
last_name_en,en,Last name,,,,,,,11/02/2015
loading_en,en,"Stand by, we're loading",,,,,,,11/02/2015
loading_next_schedule_en,en,"Give us a minute, loading schedule for next six months",,,,,,,11/02/2015
loading_schedule_en,en,"Just a sec, loading availability schedule",,,,,,,11/02/2015
Logging_en,en,Logging,,,,,,,11/02/2015
login_en,en,Log In,,,,,,,11/02/2015
login_not_valid_en,en,Do we know you? This user doesn't exist or the password is wrong. Have another go,,,,,,,11/02/2015
logOut_en,en,Log Out,,,,,,,11/02/2015
lorem_en,en,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Integer eget interdum ante, at adipiscing ipsum. Phasellus pellentesque commodo libero, id volutpat ipsum pretium at. Duis sit amet egestas nisi. Donec id dui eu lectus volutpat posuere. Nunc et viverra ante, vel malesuada tortor. Pellentesque ut interdum tellus, sit amet hendrerit dui. Sed accumsan, nisl eu tincidunt tempus, neque lorem sodales odio, non tristique orci lorem quis augue. In sodales rutrum faucibus. Morbi egestas massa sit amet ante pellentesque, eu laoreet ante congue. Sed aliquet, dolor ac placerat pellentesque, risus leo fermentum quam, eget eleifend tellus nulla euismod tellus. Donec adipiscing cursus leo et faucibus. Aliquam erat volutpat.",,,,,,,11/02/2015
lorem_short_en,en,"Lorem ipsum dolor sit amet, consectetur adipiscing elit.",,,,,,,11/02/2015
lowest_fare_en,en,Lowest fare,,,,,,,11/02/2015
manage_trip_en,en,Manage trip,,,,,,,11/02/2015
marker_seats_en,en,Row %1$s: seats %2$s,,,,,,,11/02/2015
mastercard_and_visa_en,en,Mastercard / Visa,,,,,,,11/02/2015
max_infant_error_en,en,Too many infants! ,,,,,,,11/02/2015
max_pax_error_en,en,Too many passengers! ,,,,,,,11/02/2015
max_pax_restriction_en,en,"Sorry, you can only book %d passengers.",,,,,,,11/02/2015
minimum_connection_time_en,en,Hey speedy! You'll need a longer transfer time,,,,,,,11/02/2015
minutes_abbreviate_en,en,mins,,,,,,,11/02/2015
my_flights_en,en,My flights,,,,,,,11/02/2015
name_en,en,Name,,,,,,,11/02/2015
name_on_card_en,en,Name on Card,,,,,,,11/02/2015
next_en,en,Next,,,,,,,11/02/2015
no_en,en,No,,,,,,,11/02/2015
no_flights_extends_en,en,"Sorry, we don't have any flights on that day",,,,,,,11/02/2015
no_flights_found_en,en,"Sorry, we can't find a flight that suits",,,,,,,11/02/2015
no_results_en,en,No Results. ,,,,,,,11/02/2015
not_implemented_en,en,Not implemented yet,,,,,,,11/02/2015
number_of_adults_en,en,number_of_adults,,,%d Adult,%d Adults,,,11/02/2015
number_of_children_en,en,number_of_children,,,%d Child,%d Children,,,11/02/2015
number_of_infants_en,en,number_of_infants,,,%d Infant,%d Infants,,,11/02/2015
ok_en,en,OK,,,,,,,11/02/2015
one_way_en,en,One way,,,,,,,11/02/2015
only_in_airport_en,en,You can only get that at the airport,,,,,,,11/02/2015
other_queue_en,en,Other queue,,,,,,,11/02/2015
outbound_date_error_en,en,Fly out date,,,,,,,11/02/2015
passenger_en,en,Passenger,,,,,,,11/02/2015
passengers_en,en,Passengers,,,,,,,11/02/2015
password_en,en,Password,,,,,,,11/02/2015
pax_details_added_en,en,Passenger details added x %d,,,,,,,11/02/2015
pax_transition_name_en,en,paxTransition,,,,,,,11/02/2015
pay_en,en,Pay now,,,,,,,11/02/2015
payment_declined_en,en,"Your payment has been declinedWant to try another card?",,,,,,,11/02/2015
phone_en,en,Phone,,,,,,,11/02/2015
phone_number_en,en,Phone Number,,,,,,,11/02/2015
pick_inbound_date_en,en,Fly out,,,,,,,11/02/2015
pick_outbound_date_en,en,Fly in,,,,,,,11/02/2015
plan_trip_en,en,Let's go,,,,,,,11/02/2015
postal_code_en,en,Postcode,,,,,,,11/02/2015
premium_en,en,Premium,,,,,,,11/02/2015
premium_seats_en,en,Premium Seats,,,,,,,11/02/2015
previous_en,en,Previous,,,,,,,11/02/2015
price_summary_en,en,The costs,,,,,,,11/02/2015
priority_boarding_en,en,Priority boarding,,,,%d x Priority boarding,,,11/02/2015
priority_boarding_popup_text_en,en,priority_boarding_popup_text,,,,,,,11/02/2015
priority_boarding_popup_title_en,en,Would you like Priority Boarding? ,,,,,,,11/02/2015
product_card_bags_title_en,en,Check-in bags,,,,,,,11/02/2015
product_card_insurance_title_en,en,Add insurance,,,,,,,11/02/2015
product_card_seats_title_en,en,Your seats,,,,,,,11/02/2015
queue_en,en,Queue,,,,,,,11/02/2015
reject_en,en,Reject,,,,,,,11/02/2015
remove_en,en,Remove,,,,,,,11/02/2015
required_field_en,en,You need to fill in this field,,,,,,,11/02/2015
reservation_en,en,Reservation,,,,,,,11/02/2015
reservation_number_en,en,Reservation Number,,,,,,,11/02/2015
reserved_seat_en,en,Reserved Seat,,,Reserved Seat,%d x Reserved Seats,,,11/02/2015
return_date_en,en,Fly back on:,,,,,,,11/02/2015
return_flight_earlier_than_outbound_en,en,"It's a plane, not a time machine! Your flight back cannot be earlier than your flight out",,,,,,,11/02/2015
return_home_en,en,Return Home,,,,,,,11/02/2015
return_trip_en,en,Return,,,,,,,11/02/2015
row_en,en,row,,,,,,,11/02/2015
rows_en,en,,,,,,,,11/02/2015
ryanair_en,en,RYANAIR,,,,,,,11/02/2015
search_en,en,Search,,,,,,,11/02/2015
seasonal_route_unavailable_en,en,"Weather check! This is a seasonal route, so it's not available for the next six months",,,,,,,11/02/2015
seat_en,en,Seat,,,,,,,11/02/2015
seat_map_clear_all_the_selection_en,en,Clear all,,,,,,,11/02/2015
seat_map_ok_en,en,OK,,,,,,,11/02/2015
seat_map_select_en,en,Select,,,,,,,11/02/2015
seatmap_add_to_cart_en,en,Add to the Cart,,,,,,,11/02/2015
seatmap_assign_seat_en,en,Pick a seat,,,,,,,11/02/2015
seatmap_business_seat_included_en,en,(included with Business Plus),,,,,,,11/02/2015
seatmap_error_selection_business_en,en,"Yay! Business Plus fare includes free seat allocation, pick your seat now",,,,,,,11/02/2015
seatmap_invalid_seat_child_and_infant_en,en,seatmap_invalid_seat_child_and_infant,,,,,,,11/02/2015
seatmap_invalid_seat_child_en,en,"Safety first! Sorry, but a child can't sit in an emergency exit row or in-front/behind an emergency exit row. Please pick another seat",,,,,,,11/02/2015
seatmap_invalid_seat_infant_en,en,Safety first! Sorry but you can't sit in an emergency exit row or in-front/behind an emergency exit row with an infant. Please pick anothr seat,,,,,,,11/02/2015
seatmap_selection_inbound_seat_en,en,Choose seats for your flight back,,,,,,,11/02/2015
seatmap_selection_outbound_seat_en,en,Choose seats for your flight out,,,,,,,11/02/2015
seats_left_en,en,seats_left,,,%d seat left,%d seats left,,,11/02/2015
seats_legend_en,en,Seats legend,,,,,,,11/02/2015
seats_legend_extra_en,en,Extra leg room (%s),,,,,,,11/02/2015
seats_legend_msg_infant_rules_en,en,Safety first! Infants need to be accompanied by an adult and can be seated here:,,,,,,,11/02/2015
seats_legend_not_available_en,en,"Sorry, Not available",,,,,,,11/02/2015
seats_legend_premium_en,en,Premium (%s),,,,,,,11/02/2015
seats_legend_priority_marker_en,en,Yippee! Priority Boarding is free for all customers who purchase a Premium Seat (%s),,,,,,,11/02/2015
seats_legend_selected_en,en,Selected,,,,,,,11/02/2015
seats_legend_standard_en,en,Standard (%s),,,,,,,11/02/2015
seats_legend_title_infant_rules_en,en,Infant seat rules,,,,,,,11/02/2015
seats_legend_title_priority_boarding_en,en,Priority Boarding,,,,,,,11/02/2015
security_code_help_en,en,Security code,,,,,,,11/02/2015
select_date_en,en,Select Date,,,,,,,11/02/2015
select_departure_date_first_en,en,Select fly out date first,,,,,,,11/02/2015
select_destination_station_en,en,Leaving from,,,,,,,11/02/2015
select_info_business_en,en,Get more with Business Plus,,,,,,,11/02/2015
select_origin_destination_en,en,Tell us where you're leaving from and where you're headed to,,,,,,,11/02/2015
select_origin_station_en,en,Don't forget where you're leaving from,,,,,,,11/02/2015
select_passenger_en,en,Select a Passenger,,,,,,,11/02/2015
select_pax_title_en,en,Select passengers,,,,,,,11/02/2015
select_your_dates_en,en,Select your dates,,,,,,,11/02/2015
selected_pax_placeholder_en,en,1 Adult,,,,,,,11/02/2015
sequence_en,en,Sequence,,,,,,,11/02/2015
share_en,en,SHARE,,,,,,,11/02/2015
share_flight_en,en,Share flight,,,,,,,11/02/2015
slogan_en,en,Slogan,,,,,,,11/02/2015
sold_out_en,en,Sorry that's Sold Out,,,,,,,11/02/2015
standard_en,en,Standard,,,,,,,11/02/2015
standard_seats_en,en,Standard Seats,,,,,,,11/02/2015
str_address_en,en,Street Address,,,,,,,11/02/2015
sub_total_en,en,Sub Total:,,,,,,,11/02/2015
summary_en,en,Summary,,,,,,,11/02/2015
summary_select_en,en,New Search,,,,,,,11/02/2015
summary_selection_en,en,Your flight selections,,,,,,,11/02/2015
tab_messages_en,en,Messages,,,,,,,11/02/2015
tab_notifications_en,en,Notifications,,,,,,,11/02/2015
tab_photos_en,en,Photos,,,,,,,11/02/2015
tab_stream_en,en,Stream,,,,,,,11/02/2015
taxes_and_fees_en,en,Taxes and fees,,,,,,,11/02/2015
terms_conditions_article_en,en,Terms & Conditions Article,,,,,,,11/02/2015
terms_conditions_en,en,Terms & Conditions,,,,,,,11/02/2015
test_admin_en,en,test_admin_english_edited,,,,,,,11/02/2015
thanks_for_booking_en,en,Thanks for booking Now let's get going,,,,,,,11/02/2015
title_activity_additional_equipment_en,en,Equipment,,,,,,,11/02/2015
title_activity_airports_en,en,Where are you going?,,,,,,,11/02/2015
title_activity_availability_en,en,Available flights,,,,,,,11/02/2015
title_activity_bags_en,en,Add bags,,,,,,,11/02/2015
title_activity_bags_info_en,en,Add bags,,,,,,,11/02/2015
title_activity_booking_pax_en,en,Passenger info,,,,,,,11/02/2015
title_activity_calendar_en,en,Calendar,,,,,,,11/02/2015
title_activity_check_in_en,en,Check-in,,,,,,,11/02/2015
title_activity_insurance_en,en,Insurance,,,,,,,11/02/2015
title_activity_manage_booking_addons_en,en,Manage Booking,,,,,,,11/02/2015
title_activity_passengers_info_en,en,Passengers,,,,,,,11/02/2015
title_activity_pax_select_en,en,Select passengers,,,,,,,11/02/2015
title_activity_payment_en,en,Payment,,,,,,,11/02/2015
title_activity_seat_map_en,en,Seats,,,,,,,11/02/2015
title_activity_seats_info_en,en,Seats info,,,,,,,11/02/2015
title_activity_travel_document_en,en,Travel Document,,,,,,,11/02/2015
title_activity_web_page_en,en,Web page,,,,,,,11/02/2015
title_countries_en,en,Select Billing Country,,,,,,,11/02/2015
title_en,en,Title,,,,,,,11/02/2015
to_en,en,Destination:,,,,,,,11/02/2015
trying_log_you_in_en,en,"Hang on, we're trying to log you in",,,,,,,11/02/2015
trying_to_logout_en,en,"Hang on, we're trying to log you out",,,,,,,11/02/2015
username_en,en,Username,,,,,,,11/02/2015
Val_CantSpecifyDepartureDateBeforeToday_en,en,"We can't time travel, please pick a fly out date that’s not before today",,,,,,,11/02/2015
Val_DialogButton_en,en,Fix them,,,,,,,11/02/2015
Val_DialogMessageTitle_en,en,Validation Issues,,,,,,,11/02/2015
Val_MustSpecifyDestinationAirport_en,en,You need to tell us where you're going,,,,,,,11/02/2015
Val_MustSpecifyOneAdultAtLeast_en,en,You need to specify at least one adult,,,,,,,11/02/2015
Val_MustSpecifyOriginAirport_en,en,You need to tell us where you want to leave from,,,,,,,11/02/2015
Val_MustSpecifyValidDepartureDate_en,en,You need to give us a valid flying out date,,,,,,,11/02/2015
Val_MustSpecifyValidReturnDate_en,en,You need to tell us a a valid flying back date,,,,,,,11/02/2015
Val_ReturnDateCantBeBeforeDepartureDate_en,en,"It's a plane, not a time machine, your return date can't be before the departure date",,,,,,,11/02/2015
view_policy_en,en,View Policy,,,,,,,11/02/2015
wait_for_email_en,en,"Give us a minute, we're sending you an email",,,,,,,11/02/2015
yes_en,en,Yes,,,,,,,11/02/2015
your_boarding_passes_en,en,Your boarding passes,,,,,,,11/02/2015
your_trip_en,en,Your trip,,,,,,,11/02/2015
